0.006895,-0.011918,0.008382,1.000000,1.000000,1.000000,0.000000,0.000000,0.884615,0.014152
0.006200,-0.011712,0.005262,1.000000,1.000000,1.000000,0.000000,0.307692,1.000000,0.014152
0.008097,-0.012077,0.000750,1.000000,1.000000,1.000000,0.000000,0.769231,1.000000,0.014152
0.009572,-0.004953,0.005769,1.000000,1.000000,1.000000,0.000000,0.307692,1.000000,0.014152
0.009239,-0.003235,-0.000263,1.000000,1.000000,1.000000,0.000000,0.769231,1.000000,0.014152
0.002363,-0.003707,0.001776,1.000000,1.000000,1.000000,0.000000,0.000000,0.961538,0.014152
0.010904,0.006244,0.008141,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.004666,0.000427,0.001616,1.000000,1.000000,1.000000,0.000000,0.884615,1.000000,0.014152
0.010299,0.000473,-0.001502,1.000000,1.000000,1.000000,0.346154,1.000000,0.653846,0.014152
0.006868,-0.011926,0.008337,1.000000,1.000000,1.000000,0.000000,0.000000,0.923077,0.014152
0.006146,-0.011603,0.005238,1.000000,1.000000,1.000000,0.000000,0.269231,1.000000,0.014152
0.008127,-0.012028,0.000557,1.000000,1.000000,1.000000,0.000000,0.730769,1.000000,0.014152
0.009528,-0.004888,0.005672,1.000000,1.000000,1.000000,0.000000,0.307692,1.000000,0.014152
0.009149,-0.003054,-0.000197,1.000000,1.000000,1.000000,0.000000,0.846154,1.000000,0.014152
0.002333,-0.003752,0.001812,1.000000,1.000000,1.000000,0.000000,0.000000,0.923077,0.014152
0.010820,0.006342,0.008250,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.004707,0.000524,0.001809,1.000000,1.000000,1.000000,0.000000,0.846154,1.000000,0.014152
0.010370,0.000719,-0.001350,1.000000,1.000000,1.000000,0.269231,1.000000,0.730769,0.014152
0.002041,-0.000367,0.015496,1.000000,1.000000,1.000000,0.000000,0.807692,1.000000,0.014152
0.006836,-0.011929,0.008280,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.014152
0.006095,-0.011498,0.005220,1.000000,1.000000,1.000000,0.000000,0.230769,1.000000,0.014152
0.008166,-0.011988,0.000369,1.000000,1.000000,1.000000,0.000000,0.692308,1.000000,0.014152
0.009491,-0.004829,0.005571,1.000000,1.000000,1.000000,0.000000,0.307692,1.000000,0.014152
0.009049,-0.002868,-0.000117,1.000000,1.000000,1.000000,0.000000,0.923077,1.000000,0.014152
0.002306,-0.003794,0.001840,1.000000,1.000000,1.000000,0.000000,0.000000,0.884615,0.014152
0.010735,0.006438,0.008362,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.004751,0.000619,0.002000,1.000000,1.000000,1.000000,0.000000,0.846154,1.000000,0.014152
0.010447,0.000958,-0.001217,1.000000,1.000000,1.000000,0.192308,1.000000,0.807692,0.014152
0.001846,-0.000386,0.015571,1.000000,1.000000,1.000000,0.000000,0.807692,1.000000,0.014152
0.001724,-0.001400,0.016190,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.006799,-0.011927,0.008211,1.000000,1.000000,1.000000,0.000000,0.076923,1.000000,0.014152
0.006046,-0.011398,0.005206,1.000000,1.000000,1.000000,0.000000,0.230769,1.000000,0.014152
0.008212,-0.011960,0.000188,1.000000,1.000000,1.000000,0.000000,0.653846,1.000000,0.014152
0.009460,-0.004772,0.005468,1.000000,1.000000,1.000000,0.000000,0.269231,1.000000,0.014152
0.008936,-0.002677,-0.000027,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.014152
0.002281,-0.003831,0.001859,1.000000,1.000000,1.000000,0.000000,0.000000,0.846154,0.014152
0.010649,0.006535,0.008475,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.004797,0.000710,0.002190,1.000000,1.000000,1.000000,0.000000,0.846154,1.000000,0.014152
0.010528,0.001189,-0.001104,1.000000,1.000000,1.000000,0.115385,1.000000,0.884615,0.014152
0.001654,-0.000404,0.015642,1.000000,1.000000,1.000000,0.000000,0.769231,1.000000,0.014152
0.001569,-0.001464,0.016220,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.006755,-0.011921,0.008128,1.000000,1.000000,1.000000,0.000000,0.153846,1.000000,0.014152
0.006000,-0.011302,0.005195,1.000000,1.000000,1.000000,0.000000,0.192308,1.000000,0.014152
0.008265,-0.011942,0.000015,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.009435,-0.004719,0.005362,1.000000,1.000000,1.000000,0.000000,0.307692,1.000000,0.014152
0.008807,-0.002482,0.000068,1.000000,1.000000,1.000000,0.076923,1.000000,0.923077,0.014152
0.002259,-0.003866,0.001869,1.000000,1.000000,1.000000,0.000000,0.000000,0.807692,0.014152
0.010560,0.006633,0.008587,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.004846,0.000798,0.002378,1.000000,1.000000,1.000000,0.000000,0.807692,1.000000,0.014152
0.010612,0.001407,-0.001009,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.014152
0.001467,-0.000423,0.015709,1.000000,1.000000,1.000000,0.000000,0.730769,1.000000,0.014152
0.001415,-0.001530,0.016247,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.003196,-0.005147,0.007624,1.000000,1.000000,1.000000,0.000000,0.500000,1.000000,0.014152
0.006703,-0.011907,0.008033,1.000000,1.000000,1.000000,0.000000,0.269231,1.000000,0.014152
0.005956,-0.011211,0.005187,1.000000,1.000000,1.000000,0.000000,0.153846,1.000000,0.014152
0.008323,-0.011934,-0.000149,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.009413,-0.004666,0.005255,1.000000,1.000000,1.000000,0.000000,0.269231,1.000000,0.014152
0.008664,-0.002287,0.000164,1.000000,1.000000,1.000000,0.115385,1.000000,0.884615,0.014152
0.002240,-0.003898,0.001873,1.000000,1.000000,1.000000,0.000000,0.000000,0.807692,0.014152
0.010470,0.006730,0.008703,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.004898,0.000885,0.002564,1.000000,1.000000,1.000000,0.000000,0.807692,1.000000,0.014152
0.010698,0.001609,-0.000928,1.000000,1.000000,1.000000,0.000000,0.884615,1.000000,0.014152
0.001283,-0.000440,0.015774,1.000000,1.000000,1.000000,0.000000,0.692308,1.000000,0.014152
0.001264,-0.001600,0.016267,1.000000,1.000000,1.000000,0.000000,0.538462,1.000000,0.014152
0.003070,-0.005102,0.007538,1.000000,1.000000,1.000000,0.000000,0.500000,1.000000,0.014152
0.006643,-0.011887,0.007927,1.000000,1.000000,1.000000,0.000000,0.346154,1.000000,0.014152
0.005915,-0.011127,0.005183,1.000000,1.000000,1.000000,0.000000,0.115385,1.000000,0.014152
0.008388,-0.011935,-0.000302,1.000000,1.000000,1.000000,0.000000,0.538462,1.000000,0.014152
0.009396,-0.004613,0.005147,1.000000,1.000000,1.000000,0.000000,0.269231,1.000000,0.014152
0.008511,-0.002097,0.000253,1.000000,1.000000,1.000000,0.076923,1.000000,0.923077,0.014152
0.002224,-0.003931,0.001870,1.000000,1.000000,1.000000,0.000000,0.000000,0.769231,0.014152
0.010377,0.006827,0.008818,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.004952,0.000970,0.002747,1.000000,1.000000,1.000000,0.000000,0.807692,1.000000,0.014152
0.010782,0.001794,-0.000856,1.000000,1.000000,1.000000,0.000000,0.769231,1.000000,0.014152
0.001104,-0.000461,0.015836,1.000000,1.000000,1.000000,0.000000,0.692308,1.000000,0.014152
0.001115,-0.001670,0.016286,1.000000,1.000000,1.000000,0.000000,0.538462,1.000000,0.014152
0.002940,-0.005053,0.007453,1.000000,1.000000,1.000000,0.000000,0.538462,1.000000,0.014152
0.006576,-0.011862,0.007814,1.000000,1.000000,1.000000,0.000000,0.384615,1.000000,0.014152
0.005876,-0.011048,0.005181,1.000000,1.000000,1.000000,0.000000,0.076923,1.000000,0.014152
0.008457,-0.011942,-0.000443,1.000000,1.000000,1.000000,0.000000,0.461538,1.000000,0.014152
0.009382,-0.004557,0.005041,1.000000,1.000000,1.000000,0.000000,0.269231,1.000000,0.014152
0.008351,-0.001918,0.000328,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.014152
0.002209,-0.003962,0.001864,1.000000,1.000000,1.000000,0.000000,0.000000,0.807692,0.014152
0.010281,0.006919,0.008939,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.005008,0.001054,0.002927,1.000000,1.000000,1.000000,0.000000,0.769231,1.000000,0.014152
0.010864,0.001960,-0.000789,1.000000,1.000000,1.000000,0.000000,0.692308,1.000000,0.014152
0.000928,-0.000479,0.015896,1.000000,1.000000,1.000000,0.000000,0.653846,1.000000,0.014152
0.000968,-0.001742,0.016301,1.000000,1.000000,1.000000,0.000000,0.538462,1.000000,0.014152
0.002806,-0.005002,0.007370,1.000000,1.000000,1.000000,0.000000,0.538462,1.000000,0.014152
0.006503,-0.011833,0.007696,1.000000,1.000000,1.000000,0.000000,0.423077,1.000000,0.014152
0.005840,-0.010974,0.005182,1.000000,1.000000,1.000000,0.000000,0.038462,1.000000,0.014152
0.008531,-0.011954,-0.000570,1.000000,1.000000,1.000000,0.000000,0.423077,1.000000,0.014152
0.009369,-0.004500,0.004934,1.000000,1.000000,1.000000,0.000000,0.307692,1.000000,0.014152
0.008190,-0.001754,0.000388,1.000000,1.000000,1.000000,0.000000,0.923077,1.000000,0.014152
0.002196,-0.003999,0.001856,1.000000,1.000000,1.000000,0.000000,0.000000,0.807692,0.014152
0.010182,0.007012,0.009059,1.000000,1.000000,1.000000,0.000000,0.653846,1.000000,0.014152
0.005066,0.001137,0.003105,1.000000,1.000000,1.000000,0.000000,0.769231,1.000000,0.014152
0.010941,0.002111,-0.000721,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.000754,-0.000496,0.015952,1.000000,1.000000,1.000000,0.000000,0.615385,1.000000,0.014152
0.000821,-0.001813,0.016312,1.000000,1.000000,1.000000,0.000000,0.500000,1.000000,0.014152
0.002668,-0.004951,0.007286,1.000000,1.000000,1.000000,0.000000,0.576923,1.000000,0.014152
0.006423,-0.011802,0.007574,1.000000,1.000000,1.000000,0.000000,0.461538,1.000000,0.014152
